provider_state,drg_definition,drg_definition
IA,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,4
OR,811 - RED BLOOD CELL DISORDERS W MCC,4
MT,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,4
IA,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,4
MT,390 - G.I. OBSTRUCTION W/O CC/MCC,4
ID,379 - G.I. HEMORRHAGE W/O CC/MCC,4
CO,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,4
MT,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",4
CO,811 - RED BLOOD CELL DISORDERS W MCC,4
HI,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,4
ID,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,4
MT,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,4
DE,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,4
ID,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,4
ID,252 - OTHER VASCULAR PROCEDURES W MCC,4
ID,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,4
ID,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",4
ID,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",4
DC,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,4
DE,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,4
NV,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",4
MT,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,4
SD,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,4
ME,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,4
ME,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,4
VT,293 - HEART FAILURE & SHOCK W/O CC/MCC,4
NM,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,4
SD,377 - G.I. HEMORRHAGE W MCC,4
VT,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,4
ME,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,4
VT,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,4
ME,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,4
NH,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,4
NH,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,4
NH,684 - RENAL FAILURE W/O CC/MCC,4
MN,203 - BRONCHITIS & ASTHMA W/O CC/MCC,4
DE,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",4
NH,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,4
SD,303 - ATHEROSCLEROSIS W/O MCC,4
SD,300 - PERIPHERAL VASCULAR DISORDERS W CC,4
DE,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",4
NH,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,4
UT,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,4
UT,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,4
UT,252 - OTHER VASCULAR PROCEDURES W MCC,4
NH,252 - OTHER VASCULAR PROCEDURES W MCC,4
NH,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,4
UT,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",4
SD,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",4
UT,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",4
DE,300 - PERIPHERAL VASCULAR DISORDERS W CC,4
DC,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,4
ME,253 - OTHER VASCULAR PROCEDURES W CC,4
NM,176 - PULMONARY EMBOLISM W/O MCC,4
DE,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,4
WA,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,4
NM,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,4
NM,473 - CERVICAL SPINAL FUSION W/O CC/MCC,4
NM,305 - HYPERTENSION W/O MCC,4
NM,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,4
MT,473 - CERVICAL SPINAL FUSION W/O CC/MCC,4
NM,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,4
DE,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,4
SD,473 - CERVICAL SPINAL FUSION W/O CC/MCC,4
DE,303 - ATHEROSCLEROSIS W/O MCC,4
SD,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,4
SD,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,4
ME,101 - SEIZURES W/O MCC,4
ME,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,4
ME,202 - BRONCHITIS & ASTHMA W CC/MCC,4
VT,291 - HEART FAILURE & SHOCK W MCC,4
ME,149 - DYSEQUILIBRIUM,4
DE,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,4
VT,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",3
VT,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",3
VT,552 - MEDICAL BACK PROBLEMS W/O MCC,3
VT,536 - FRACTURES OF HIP & PELVIS W/O MCC,3
VT,638 - DIABETES W CC,3
WY,812 - RED BLOOD CELL DISORDERS W/O MCC,3
VT,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,3
WY,683 - RENAL FAILURE W CC,3
VT,390 - G.I. OBSTRUCTION W/O CC/MCC,3
WY,389 - G.I. OBSTRUCTION W CC,3
VT,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,3
WI,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,3
VT,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,3
VT,176 - PULMONARY EMBOLISM W/O MCC,3
WY,312 - SYNCOPE & COLLAPSE,3
VT,948 - SIGNS & SYMPTOMS W/O MCC,3
WY,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,3
WY,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,3
WY,473 - CERVICAL SPINAL FUSION W/O CC/MCC,3
VT,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,3
WY,390 - G.I. OBSTRUCTION W/O CC/MCC,3
WY,291 - HEART FAILURE & SHOCK W MCC,3
WY,948 - SIGNS & SYMPTOMS W/O MCC,3
ME,379 - G.I. HEMORRHAGE W/O CC/MCC,3
NM,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,3
DE,149 - DYSEQUILIBRIUM,3
NM,684 - RENAL FAILURE W/O CC/MCC,3
DE,176 - PULMONARY EMBOLISM W/O MCC,3
NM,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",3
NM,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,3
DE,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,3
DE,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,3
DE,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,3
NM,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,3
DE,252 - OTHER VASCULAR PROCEDURES W MCC,3
NM,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,3
NM,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,3
DE,253 - OTHER VASCULAR PROCEDURES W CC,3
DE,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,3
DE,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",3
NH,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,3
DE,305 - HYPERTENSION W/O MCC,3
DE,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,3
NH,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,3
DE,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,3
DE,390 - G.I. OBSTRUCTION W/O CC/MCC,3
NH,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,3
NH,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",3
NH,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,3
NH,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,3
NM,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,3
OR,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,3
RI,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,3
DE,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,3
DC,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",3
RI,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,3
DC,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,3
RI,379 - G.I. HEMORRHAGE W/O CC/MCC,3
RI,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,3
DC,303 - ATHEROSCLEROSIS W/O MCC,3
DC,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,3
RI,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",3
RI,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,3
RI,252 - OTHER VASCULAR PROCEDURES W MCC,3
DC,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,3
RI,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,3
ID,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,3
DC,473 - CERVICAL SPINAL FUSION W/O CC/MCC,3
RI,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,3
RI,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,3
RI,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,3
RI,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,3
OR,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,3
OR,684 - RENAL FAILURE W/O CC/MCC,3
DC,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,3
OR,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,3
DC,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,3
DC,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",3
DC,885 - PSYCHOSES,3
DE,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,3
DE,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,3
NE,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,3
NE,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,3
HI,303 - ATHEROSCLEROSIS W/O MCC,3
HI,536 - FRACTURES OF HIP & PELVIS W/O MCC,3
MT,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",3
MT,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,3
HI,812 - RED BLOOD CELL DISORDERS W/O MCC,3
HI,948 - SIGNS & SYMPTOMS W/O MCC,3
MT,202 - BRONCHITIS & ASTHMA W CC/MCC,3
ID,101 - SEIZURES W/O MCC,3
MT,101 - SEIZURES W/O MCC,3
MT,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,3
ID,253 - OTHER VASCULAR PROCEDURES W CC,3
ID,300 - PERIPHERAL VASCULAR DISORDERS W CC,3
ME,602 - CELLULITIS W MCC,3
ME,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,3
ME,473 - CERVICAL SPINAL FUSION W/O CC/MCC,3
ME,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,3
ID,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,3
ID,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,3
ME,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,3
ME,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,3
ID,885 - PSYCHOSES,3
ME,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,3
ME,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,3
ME,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,3
ME,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,3
HI,252 - OTHER VASCULAR PROCEDURES W MCC,3
HI,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,3
HI,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,3
DE,602 - CELLULITIS W MCC,3
NE,305 - HYPERTENSION W/O MCC,3
NE,303 - ATHEROSCLEROSIS W/O MCC,3
DE,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,3
NE,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,3
ND,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,3
DE,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,3
ND,811 - RED BLOOD CELL DISORDERS W MCC,3
ND,684 - RENAL FAILURE W/O CC/MCC,3
DE,536 - FRACTURES OF HIP & PELVIS W/O MCC,3
ND,536 - FRACTURES OF HIP & PELVIS W/O MCC,3
DE,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",3
ND,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,3
HI,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,3
ND,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,3
ND,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,3
ND,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,3
DE,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,3
ND,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",3
ND,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,3
ND,252 - OTHER VASCULAR PROCEDURES W MCC,3
ND,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,3
ND,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,3
HI,101 - SEIZURES W/O MCC,3
ND,069 - TRANSIENT ISCHEMIA,3
RI,473 - CERVICAL SPINAL FUSION W/O CC/MCC,3
RI,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,3
DC,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",3
SD,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,3
SD,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,3
SD,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,3
SD,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",3
SD,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,3
SD,305 - HYPERTENSION W/O MCC,3
AK,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,3
SD,253 - OTHER VASCULAR PROCEDURES W CC,3
SD,536 - FRACTURES OF HIP & PELVIS W/O MCC,3
SD,252 - OTHER VASCULAR PROCEDURES W MCC,3
SD,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,3
AK,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,3
SD,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,3
AK,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",3
SD,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,3
SD,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,3
RI,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",3
SD,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,3
SD,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,3
UT,684 - RENAL FAILURE W/O CC/MCC,3
UT,379 - G.I. HEMORRHAGE W/O CC/MCC,3
UT,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",3
AK,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,3
UT,101 - SEIZURES W/O MCC,3
AK,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,3
AK,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,3
SD,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",3
SD,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,3
SD,812 - RED BLOOD CELL DISORDERS W/O MCC,3
SD,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,3
SD,684 - RENAL FAILURE W/O CC/MCC,3
SD,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",3
SD,638 - DIABETES W CC,3
AK,682 - RENAL FAILURE W MCC,3
KS,885 - PSYCHOSES,3
RI,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,3
CO,203 - BRONCHITIS & ASTHMA W/O CC/MCC,3
RI,684 - RENAL FAILURE W/O CC/MCC,3
DC,203 - BRONCHITIS & ASTHMA W/O CC/MCC,3
DC,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,3
RI,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",3
DC,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,3
RI,885 - PSYCHOSES,3
RI,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,3
SD,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,3
SD,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,3
CO,303 - ATHEROSCLEROSIS W/O MCC,3
RI,602 - CELLULITIS W MCC,3
SD,101 - SEIZURES W/O MCC,3
SD,149 - DYSEQUILIBRIUM,3
SD,202 - BRONCHITIS & ASTHMA W CC/MCC,3
DC,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,3
ID,602 - CELLULITIS W MCC,2
AK,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,2
WY,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,2
HI,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,2
HI,638 - DIABETES W CC,2
HI,602 - CELLULITIS W MCC,2
WY,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,2
HI,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,2
HI,473 - CERVICAL SPINAL FUSION W/O CC/MCC,2
HI,379 - G.I. HEMORRHAGE W/O CC/MCC,2
WY,379 - G.I. HEMORRHAGE W/O CC/MCC,2
WY,377 - G.I. HEMORRHAGE W MCC,2
DC,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,2
HI,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,2
DC,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,2
HI,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,2
WY,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,2
HI,202 - BRONCHITIS & ASTHMA W CC/MCC,2
WY,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,2
DC,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,2
WY,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,2
WY,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,2
DC,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,2
WY,682 - RENAL FAILURE W MCC,2
ID,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,2
DC,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",2
ID,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,2
WY,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,2
AK,101 - SEIZURES W/O MCC,2
AK,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,2
WY,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",2
WY,638 - DIABETES W CC,2
DC,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,2
DC,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,2
ID,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,2
ID,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,2
ID,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,2
WY,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,2
ID,202 - BRONCHITIS & ASTHMA W CC/MCC,2
AK,069 - TRANSIENT ISCHEMIA,2
DC,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,2
AK,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,2
AK,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,2
ID,811 - RED BLOOD CELL DISORDERS W MCC,2
WY,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,2
DE,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,2
HI,069 - TRANSIENT ISCHEMIA,2
AK,312 - SYNCOPE & COLLAPSE,2
CT,885 - PSYCHOSES,2
DE,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,2
CO,885 - PSYCHOSES,2
AK,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,2
AK,379 - G.I. HEMORRHAGE W/O CC/MCC,2
DE,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,2
WY,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,2
WY,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,2
WY,176 - PULMONARY EMBOLISM W/O MCC,2
WY,101 - SEIZURES W/O MCC,2
WY,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,2
WY,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,2
AK,473 - CERVICAL SPINAL FUSION W/O CC/MCC,2
DC,536 - FRACTURES OF HIP & PELVIS W/O MCC,2
AZ,885 - PSYCHOSES,2
AK,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,2
AK,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,2
AK,638 - DIABETES W CC,2
DE,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,2
AK,948 - SIGNS & SYMPTOMS W/O MCC,2
AK,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,2
WY,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,2
WY,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,2
DE,948 - SIGNS & SYMPTOMS W/O MCC,2
DE,473 - CERVICAL SPINAL FUSION W/O CC/MCC,2
WY,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,2
AK,885 - PSYCHOSES,2
WY,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,2
DE,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,2
DE,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,2
DE,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,2
DE,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,2
WY,300 - PERIPHERAL VASCULAR DISORDERS W CC,2
WY,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",2
WY,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",2
WY,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",2
WY,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",2
WY,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",2
WY,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,2
WY,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,2
DE,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,2
WY,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,2
WY,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,2
WY,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,2
DC,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,2
DE,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,2
WY,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,2
UT,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,2
ME,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,2
ND,303 - ATHEROSCLEROSIS W/O MCC,2
OR,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,2
OR,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,2
VT,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,2
OR,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,2
NM,811 - RED BLOOD CELL DISORDERS W MCC,2
NM,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,2
NM,602 - CELLULITIS W MCC,2
